IP Range,Country,Region,City,Postal Code
20.192.176.0/21,IN,,NAGPUR,
20.192.192.0/19,IN,,NAGPUR,
20.192.224.0/20,IN,,NAGPUR,
20.193.208.0/20,IN,,NAGPUR,
20.207.0.0/18,IN,,NAGPUR,
40.79.205.80/28,IN,,NAGPUR,
40.79.205.128/26,IN,,NAGPUR,
40.119.120.0/22,IN,,NAGPUR,
40.126.63.0/26,IN,,NAGPUR,
40.126.205.0/24,IN,,NAGPUR,
52.108.123.0/24,IN,,NAGPUR,
52.253.192.0/24,IN,,NAGPUR,
2603:1040:1100::/40,IN,,NAGPUR,
2603:1046:c0d::/48,IN,,NAGPUR,
2603:1046:1500:c::/62,IN,,NAGPUR,
2603:1046:2000:1a0::/59,IN,,NAGPUR,
2603:1047:1:1a0::/59,IN,,NAGPUR,
2603:1047:e00::/40,IN,,NAGPUR,
2603:1061:1000::/48,IN,,NAGPUR,
2603:1062:0:41::/64,IN,,NAGPUR,
13.104.182.128/28,US,US-NY,NEW YORK,
65.54.70.48/28,US,US-NY,NEW YORK,
65.54.162.208/28,US,US-NY,NEW YORK,
70.37.131.0/24,US,US-NY,NEW YORK,
70.37.132.0/23,US,US-NY,NEW YORK,
104.44.222.0/26,US,US-NY,NEW YORK,
147.243.80.192/26,US,US-NY,NEW YORK,
147.243.144.64/26,US,US-NY,NEW YORK,
147.243.144.128/27,US,US-NY,NEW YORK,
204.152.140.80/30,US,US-NY,NEW YORK,
207.46.44.192/28,US,US-NY,NEW YORK,
207.46.44.208/29,US,US-NY,NEW YORK,
2603:1039:4::/48,US,US-NY,NEW YORK,
2a01:111:2016::/64,US,US-NY,NEW YORK,
13.73.232.0/21,JP,,OSAKA,
13.104.45.0/24,JP,,OSAKA,
13.104.97.64/30,JP,,OSAKA,
13.106.18.0/23,JP,,OSAKA,
13.106.40.0/23,JP,,OSAKA,
13.106.182.0/23,JP,,OSAKA,
13.106.250.0/23,JP,,OSAKA,
13.107.185.124/30,JP,,OSAKA,
20.39.176.0/21,JP,,OSAKA,
20.47.10.0/24,JP,,OSAKA,
20.47.66.0/24,JP,,OSAKA,
20.47.99.0/24,JP,,OSAKA,
20.60.12.0/24,JP,,OSAKA,
20.60.186.0/23,JP,,OSAKA,
20.63.192.0/18,JP,,OSAKA,
20.78.128.0/18,JP,,OSAKA,
20.135.48.0/23,JP,,OSAKA,
20.150.10.0/23,JP,,OSAKA,
20.157.56.0/24,JP,,OSAKA,
20.157.103.0/24,JP,,OSAKA,
20.189.192.0/18,JP,,OSAKA,
20.190.141.0/25,JP,,OSAKA,
20.190.165.0/24,JP,,OSAKA,
20.202.42.0/24,JP,,OSAKA,
23.98.56.0/24,JP,,OSAKA,
23.100.104.0/21,JP,,OSAKA,
23.103.138.16/28,JP,,OSAKA,
23.103.139.128/27,JP,,OSAKA,
40.66.64.120/29,JP,,OSAKA,
40.66.100.0/23,JP,,OSAKA,
40.74.64.0/18,JP,,OSAKA,
40.74.128.0/20,JP,,OSAKA,
40.79.209.0/24,JP,,OSAKA,
40.80.56.0/21,JP,,OSAKA,
40.80.176.0/21,JP,,OSAKA,
40.81.176.0/20,JP,,OSAKA,
40.82.100.0/22,JP,,OSAKA,
40.87.204.0/22,JP,,OSAKA,
40.90.18.32/27,JP,,OSAKA,
40.90.27.192/26,JP,,OSAKA,
40.90.28.0/26,JP,,OSAKA,
40.90.137.0/27,JP,,OSAKA,
40.90.142.208/28,JP,,OSAKA,
40.90.156.0/26,JP,,OSAKA,
40.92.85.0/24,JP,,OSAKA,
40.92.98.0/24,JP,,OSAKA,
40.92.244.0/24,JP,,OSAKA,
40.94.31.128/25,JP,,OSAKA,
40.94.235.0/24,JP,,OSAKA,
40.94.243.0/24,JP,,OSAKA,
40.95.84.0/24,JP,,OSAKA,
40.95.101.0/24,JP,,OSAKA,
40.95.244.0/24,JP,,OSAKA,
40.96.25.128/28,JP,,OSAKA,
40.96.54.16/28,JP,,OSAKA,
40.96.54.32/27,JP,,OSAKA,
40.96.54.64/26,JP,,OSAKA,
40.96.56.32/27,JP,,OSAKA,
40.96.56.64/27,JP,,OSAKA,
40.96.57.0/26,JP,,OSAKA,
40.99.1.128/25,JP,,OSAKA,
40.99.2.0/27,JP,,OSAKA,
40.99.2.96/27,JP,,OSAKA,
40.99.3.128/25,JP,,OSAKA,
40.99.5.160/27,JP,,OSAKA,
40.99.6.0/25,JP,,OSAKA,
40.99.7.64/26,JP,,OSAKA,
40.99.7.128/26,JP,,OSAKA,
40.99.8.160/28,JP,,OSAKA,
40.99.9.0/27,JP,,OSAKA,
40.100.154.0/23,JP,,OSAKA,
40.101.152.0/21,JP,,OSAKA,
40.107.113.0/24,JP,,OSAKA,
40.107.141.0/24,JP,,OSAKA,
40.108.227.0/24,JP,,OSAKA,
40.108.237.0/24,JP,,OSAKA,
40.126.13.0/25,JP,,OSAKA,
40.126.37.0/24,JP,,OSAKA,
52.98.43.192/26,JP,,OSAKA,
52.98.45.0/24,JP,,OSAKA,
52.98.46.0/27,JP,,OSAKA,
52.98.46.96/27,JP,,OSAKA,
52.98.46.128/26,JP,,OSAKA,
52.98.46.192/27,JP,,OSAKA,
52.98.47.96/27,JP,,OSAKA,
52.98.48.128/26,JP,,OSAKA,
52.98.49.64/26,JP,,OSAKA,
52.98.50.0/28,JP,,OSAKA,
52.98.57.176/29,JP,,OSAKA,
52.98.58.96/29,JP,,OSAKA,
52.98.59.112/28,JP,,OSAKA,
52.98.59.192/26,JP,,OSAKA,
52.98.60.0/26,JP,,OSAKA,
52.98.60.64/28,JP,,OSAKA,
52.98.60.104/29,JP,,OSAKA,
52.98.60.112/29,JP,,OSAKA,
52.98.60.192/26,JP,,OSAKA,
52.98.61.0/27,JP,,OSAKA,
52.98.61.64/26,JP,,OSAKA,
52.98.62.104/29,JP,,OSAKA,
52.98.63.128/27,JP,,OSAKA,
52.98.63.248/29,JP,,OSAKA,
52.98.64.240/28,JP,,OSAKA,
52.98.67.160/28,JP,,OSAKA,
52.98.69.0/26,JP,,OSAKA,
52.98.69.64/28,JP,,OSAKA,
52.98.72.0/28,JP,,OSAKA,
52.98.73.64/26,JP,,OSAKA,
52.98.73.128/25,JP,,OSAKA,
52.98.77.64/27,JP,,OSAKA,
52.98.80.128/25,JP,,OSAKA,
52.98.81.0/24,JP,,OSAKA,
52.98.91.128/25,JP,,OSAKA,
52.98.93.0/24,JP,,OSAKA,
52.98.103.128/27,JP,,OSAKA,
52.98.104.192/28,JP,,OSAKA,
52.98.108.80/28,JP,,OSAKA,
52.98.109.0/26,JP,,OSAKA,
52.98.110.128/26,JP,,OSAKA,
52.98.111.192/26,JP,,OSAKA,
52.98.112.64/28,JP,,OSAKA,
52.98.112.128/25,JP,,OSAKA,
52.98.113.0/27,JP,,OSAKA,
52.98.113.64/27,JP,,OSAKA,
52.98.114.0/25,JP,,OSAKA,
52.98.115.208/28,JP,,OSAKA,
52.98.117.32/28,JP,,OSAKA,
52.98.117.64/26,JP,,OSAKA,
52.98.117.128/26,JP,,OSAKA,
52.98.118.96/27,JP,,OSAKA,
52.98.118.128/25,JP,,OSAKA,
52.98.119.192/27,JP,,OSAKA,
52.98.120.128/25,JP,,OSAKA,
52.98.125.0/29,JP,,OSAKA,
52.98.125.48/29,JP,,OSAKA,
52.100.190.0/24,JP,,OSAKA,
52.100.214.0/24,JP,,OSAKA,
52.102.0.176/29,JP,,OSAKA,
52.102.3.208/29,JP,,OSAKA,
52.102.3.224/29,JP,,OSAKA,
52.102.4.160/28,JP,,OSAKA,
52.105.198.0/24,JP,,OSAKA,
52.105.216.0/24,JP,,OSAKA,
52.105.218.0/23,JP,,OSAKA,
52.105.241.0/24,JP,,OSAKA,
52.108.46.0/23,JP,,OSAKA,
52.108.86.0/24,JP,,OSAKA,
52.109.132.0/22,JP,,OSAKA,
52.111.233.0/24,JP,,OSAKA,
52.112.88.0/22,JP,,OSAKA,
52.113.4.0/25,JP,,OSAKA,
52.113.14.0/24,JP,,OSAKA,
52.113.33.0/25,JP,,OSAKA,
52.113.66.0/26,JP,,OSAKA,
52.113.72.0/22,JP,,OSAKA,
52.113.80.128/26,JP,,OSAKA,
52.113.87.0/24,JP,,OSAKA,
52.113.106.0/24,JP,,OSAKA,
52.114.36.0/22,JP,,OSAKA,
52.115.39.0/24,JP,,OSAKA,
52.115.100.0/22,JP,,OSAKA,
52.115.104.0/23,JP,,OSAKA,
52.121.80.0/22,JP,,OSAKA,
52.121.84.0/23,JP,,OSAKA,
52.121.116.0/22,JP,,OSAKA,
52.121.165.0/24,JP,,OSAKA,
52.121.168.0/22,JP,,OSAKA,
52.123.254.128/26,JP,,OSAKA,
52.147.64.0/19,JP,,OSAKA,
52.175.128.0/18,JP,,OSAKA,
52.232.158.0/24,JP,,OSAKA,
52.239.146.0/23,JP,,OSAKA,
52.245.92.0/22,JP,,OSAKA,
70.37.134.0/26,JP,,OSAKA,
104.44.92.0/27,JP,,OSAKA,
104.44.94.128/28,JP,,OSAKA,
104.44.210.96/28,JP,,OSAKA,
104.46.224.0/20,JP,,OSAKA,
104.47.23.64/26,JP,,OSAKA,
104.47.92.0/24,JP,,OSAKA,
104.214.128.0/19,JP,,OSAKA,
104.215.0.0/18,JP,,OSAKA,
132.245.130.144/28,JP,,OSAKA,
132.245.130.160/27,JP,,OSAKA,
132.245.130.192/27,JP,,OSAKA,
132.245.130.224/29,JP,,OSAKA,
132.245.130.240/28,JP,,OSAKA,
132.245.131.0/26,JP,,OSAKA,
132.245.131.64/28,JP,,OSAKA,
132.245.131.96/27,JP,,OSAKA,
132.245.131.128/28,JP,,OSAKA,
132.245.131.160/28,JP,,OSAKA,
138.91.16.0/20,JP,,OSAKA,
147.243.2.0/25,JP,,OSAKA,
147.243.2.128/27,JP,,OSAKA,
157.56.157.0/24,JP,,OSAKA,
157.56.210.96/29,JP,,OSAKA,
157.56.210.200/29,JP,,OSAKA,
157.56.210.248/29,JP,,OSAKA,
191.233.32.0/20,JP,,OSAKA,
191.237.236.0/24,JP,,OSAKA,
191.238.68.0/24,JP,,OSAKA,
191.238.80.0/21,JP,,OSAKA,
191.238.88.0/22,JP,,OSAKA,
191.238.92.0/23,JP,,OSAKA,
191.239.96.0/20,JP,,OSAKA,
207.46.213.0/25,JP,,OSAKA,
2603:1040:600::/40,JP,,OSAKA,
2603:1046:600::/40,JP,,OSAKA,
2603:1046:c00:2::/63,JP,,OSAKA,
2603:1046:c00:1b::/64,JP,,OSAKA,
2603:1046:c00:24::/63,JP,,OSAKA,
2603:1046:c0a::/48,JP,,OSAKA,
2603:1046:1403::/48,JP,,OSAKA,
2603:1046:1500:14::/62,JP,,OSAKA,
2603:1046:2000:a0::/59,JP,,OSAKA,
2603:1047:0:8::/64,JP,,OSAKA,
2603:1047:0:42::/64,JP,,OSAKA,
2603:1047:0:88::/64,JP,,OSAKA,
2603:1047:0:c2::/64,JP,,OSAKA,
2603:1047:0:5c0::/58,JP,,OSAKA,
2603:1047:1:a0::/59,JP,,OSAKA,
2603:1047:400::/40,JP,,OSAKA,
2603:1049:600::/40,JP,,OSAKA,
2a01:111:2046::/48,JP,,OSAKA,
2a01:111:f102:9000::/52,JP,,OSAKA,
2a01:111:f400:3325::/64,JP,,OSAKA,
2a01:111:f400:3326::/63,JP,,OSAKA,
2a01:111:f400:3328::/61,JP,,OSAKA,
2a01:111:f400:3330::/61,JP,,OSAKA,
2a01:111:f400:3338::/64,JP,,OSAKA,
2a01:111:f400:3361::/64,JP,,OSAKA,
2a01:111:f400:3362::/63,JP,,OSAKA,
2a01:111:f400:3364::/62,JP,,OSAKA,
2a01:111:f400:3368::/61,JP,,OSAKA,
2a01:111:f400:3370::/62,JP,,OSAKA,
2a01:111:f400:3374::/64,JP,,OSAKA,
2a01:111:f400:5400::/54,JP,,OSAKA,
2a01:111:f400:608c::/64,JP,,OSAKA,
2a01:111:f400:60bc::/63,JP,,OSAKA,
2a01:111:f400:7e9c::/64,JP,,OSAKA,
2a01:111:f400:7e9e::/64,JP,,OSAKA,
2a01:111:f400:ac00::/54,JP,,OSAKA,
2a01:111:f400:fe9c::/64,JP,,OSAKA,
2a01:111:f400:fecc::/64,JP,,OSAKA,
2a01:111:f400:fedf::/64,JP,,OSAKA,
2a01:111:f400:feeb::/64,JP,,OSAKA,
2a01:111:f402:800::/54,JP,,OSAKA,
2a01:111:f402:5400::/54,JP,,OSAKA,
2a01:111:f402:6000::/54,JP,,OSAKA,
2a01:111:f402:f00a::/64,JP,,OSAKA,
2a01:111:f402:f069::/64,JP,,OSAKA,
2a01:111:f402:f07e::/63,JP,,OSAKA,
2a01:111:f402:f0a7::/64,JP,,OSAKA,
2a01:111:f402:f0ee::/64,JP,,OSAKA,
2a01:111:f403::/64,JP,,OSAKA,
2a01:111:f403:1002::/64,JP,,OSAKA,
2a01:111:f403:1013::/64,JP,,OSAKA,
2a01:111:f403:500b::/64,JP,,OSAKA,
2a01:111:f403:700c::/64,JP,,OSAKA,
2a01:111:f403:7040::/64,JP,,OSAKA,
2a01:111:f403:7042::/64,JP,,OSAKA,
2a01:111:f403:7058::/63,JP,,OSAKA,
2a01:111:f403:8003::/64,JP,,OSAKA,
2a01:111:f403:9008::/64,JP,,OSAKA,
2a01:111:f403:9011::/64,JP,,OSAKA,
13.104.155.32/27,NO,,OSLO,
13.104.158.0/28,NO,,OSLO,
13.104.158.32/27,NO,,OSLO,
13.104.170.0/23,NO,,OSLO,
13.104.218.0/25,NO,,OSLO,
13.104.254.160/27,NO,,OSLO,
13.104.255.16/28,NO,,OSLO,
13.104.255.32/28,NO,,OSLO,
13.105.97.96/27,NO,,OSLO,
13.105.97.128/25,NO,,OSLO,
13.107.194.80/30,NO,,OSLO,
13.107.194.244/30,NO,,OSLO,
13.107.194.248/30,NO,,OSLO,
20.38.120.0/24,NO,,OSLO,
20.47.48.0/24,NO,,OSLO,
20.60.206.0/23,NO,,OSLO,
20.100.0.0/18,NO,,OSLO,
20.135.158.0/23,NO,,OSLO,
20.135.160.0/22,NO,,OSLO,
20.150.53.0/24,NO,,OSLO,
20.150.121.0/24,NO,,OSLO,
20.157.2.0/24,NO,,OSLO,
20.190.185.0/24,NO,,OSLO,
23.103.135.136/29,NO,,OSLO,
40.82.84.0/22,NO,,OSLO,
40.92.55.0/24,NO,,OSLO,
40.95.56.0/24,NO,,OSLO,
40.107.224.0/24,NO,,OSLO,
40.119.104.0/22,NO,,OSLO,
40.126.57.0/24,NO,,OSLO,
40.126.200.0/24,NO,,OSLO,
51.13.0.0/21,NO,,OSLO,
51.13.32.0/19,NO,,OSLO,
51.13.64.0/18,NO,,OSLO,
51.13.160.0/19,NO,,OSLO,
51.107.208.0/20,NO,,OSLO,
51.120.0.0/17,NO,,OSLO,
51.120.208.0/21,NO,,OSLO,
51.120.232.0/21,NO,,OSLO,
51.120.240.0/20,NO,,OSLO,
52.97.227.64/26,NO,,OSLO,
52.97.229.192/28,NO,,OSLO,
52.97.229.224/27,NO,,OSLO,
52.97.230.0/25,NO,,OSLO,
52.97.230.128/26,NO,,OSLO,
52.98.145.144/29,NO,,OSLO,
52.98.145.192/27,NO,,OSLO,
52.98.154.240/29,NO,,OSLO,
52.98.156.64/27,NO,,OSLO,
52.100.204.0/24,NO,,OSLO,
52.105.18.0/24,NO,,OSLO,
52.105.40.0/24,NO,,OSLO,
52.108.77.0/24,NO,,OSLO,
52.108.98.0/24,NO,,OSLO,
52.109.86.0/23,NO,,OSLO,
52.111.197.0/24,NO,,OSLO,
52.114.234.0/24,NO,,OSLO,
52.123.243.48/28,NO,,OSLO,
52.253.168.0/24,NO,,OSLO,
52.253.177.0/24,NO,,OSLO,
52.253.178.0/24,NO,,OSLO,
104.47.27.64/26,NO,,OSLO,
157.56.237.96/27,NO,,OSLO,
2603:1020:e00::/40,NO,,OSLO,
2603:1026:c00:1c::/62,NO,,OSLO,
2603:1026:c00:c01c::/62,NO,,OSLO,
2603:1026:c0f::/48,NO,,OSLO,
2603:1026:1f00::/40,NO,,OSLO,
2603:1026:240e::/48,NO,,OSLO,
2603:1026:2500:28::/62,NO,,OSLO,
2603:1026:3000:180::/59,NO,,OSLO,
2603:1027:0:5f0::/60,NO,,OSLO,
2603:1027:1:180::/59,NO,,OSLO,
2603:1062:0:6a::/63,NO,,OSLO,
2603:1062:0:71::/64,NO,,OSLO,
2603:1062:0:72::/64,NO,,OSLO,
2a01:111:f400:ff0b::/64,NO,,OSLO,
2a01:111:f402:f025::/64,NO,,OSLO,
2a01:111:f402:f02e::/64,NO,,OSLO,
2a01:111:f402:f0cc::/64,NO,,OSLO,
147.243.145.64/27,US,US-CA,PALO ALTO,
13.104.46.0/24,FR,,PARIS,
13.104.156.0/24,FR,,PARIS,
13.104.206.0/23,FR,,PARIS,
13.104.254.80/28,FR,,PARIS,
13.105.15.80/30,FR,,PARIS,
13.106.132.0/22,FR,,PARIS,
13.106.138.0/23,FR,,PARIS,
13.107.185.128/29,FR,,PARIS,
13.107.185.136/30,FR,,PARIS,
20.38.196.0/22,FR,,PARIS,
20.39.232.0/21,FR,,PARIS,
20.39.240.0/20,FR,,PARIS,
20.40.128.0/19,FR,,PARIS,
20.43.32.0/19,FR,,PARIS,
20.47.44.0/24,FR,,PARIS,
20.47.80.0/23,FR,,PARIS,
20.60.13.0/24,FR,,PARIS,
20.60.156.0/23,FR,,PARIS,
20.74.0.0/17,FR,,PARIS,
20.135.146.0/23,FR,,PARIS,
20.135.148.0/22,FR,,PARIS,
20.150.61.0/24,FR,,PARIS,
20.157.129.0/24,FR,,PARIS,
20.188.32.0/19,FR,,PARIS,
20.190.147.0/25,FR,,PARIS,
20.190.177.0/24,FR,,PARIS,
20.199.0.0/17,FR,,PARIS,
20.202.0.0/24,FR,,PARIS,
23.103.132.160/28,FR,,PARIS,
23.103.135.0/27,FR,,PARIS,
40.66.32.0/19,FR,,PARIS,
40.66.64.32/29,FR,,PARIS,
40.79.128.0/20,FR,,PARIS,
40.79.144.0/21,FR,,PARIS,
40.79.205.0/26,FR,,PARIS,
40.79.222.0/24,FR,,PARIS,
40.80.24.0/22,FR,,PARIS,
40.89.128.0/18,FR,,PARIS,
40.90.130.240/28,FR,,PARIS,
40.90.132.0/27,FR,,PARIS,
40.90.136.64/26,FR,,PARIS,
40.90.136.128/27,FR,,PARIS,
40.90.147.128/26,FR,,PARIS,
40.90.147.192/27,FR,,PARIS,
40.92.77.0/24,FR,,PARIS,
40.94.70.0/24,FR,,PARIS,
40.94.76.0/24,FR,,PARIS,
40.94.80.0/24,FR,,PARIS,
40.94.82.0/24,FR,,PARIS,
40.94.101.0/25,FR,,PARIS,
40.94.102.0/25,FR,,PARIS,
40.94.103.0/25,FR,,PARIS,
40.95.77.0/24,FR,,PARIS,
40.101.136.0/21,FR,,PARIS,
40.107.12.0/24,FR,,PARIS,
40.107.198.0/24,FR,,PARIS,
40.107.205.0/24,FR,,PARIS,
40.108.220.0/24,FR,,PARIS,
40.126.19.0/25,FR,,PARIS,
40.126.49.0/24,FR,,PARIS,
51.11.192.0/18,FR,,PARIS,
51.103.0.0/17,FR,,PARIS,
51.138.192.0/19,FR,,PARIS,
52.97.150.0/24,FR,,PARIS,
52.97.153.128/27,FR,,PARIS,
52.97.185.72/29,FR,,PARIS,
52.97.188.32/27,FR,,PARIS,
52.97.188.128/25,FR,,PARIS,
52.97.191.0/25,FR,,PARIS,
52.97.191.128/27,FR,,PARIS,
52.97.197.160/27,FR,,PARIS,
52.97.197.224/27,FR,,PARIS,
52.97.201.0/26,FR,,PARIS,
52.97.202.192/27,FR,,PARIS,
52.97.203.0/25,FR,,PARIS,
52.97.206.0/24,FR,,PARIS,
52.97.207.0/26,FR,,PARIS,
52.97.212.160/27,FR,,PARIS,
52.97.213.0/26,FR,,PARIS,
52.97.213.64/27,FR,,PARIS,
52.97.213.160/28,FR,,PARIS,
52.97.213.192/26,FR,,PARIS,
52.97.214.144/28,FR,,PARIS,
52.97.214.160/27,FR,,PARIS,
52.97.214.192/27,FR,,PARIS,
52.97.214.224/29,FR,,PARIS,
52.97.215.64/26,FR,,PARIS,
52.97.215.144/28,FR,,PARIS,
52.97.215.160/27,FR,,PARIS,
52.97.216.0/25,FR,,PARIS,
52.97.218.96/27,FR,,PARIS,
52.97.218.128/25,FR,,PARIS,
52.97.220.128/25,FR,,PARIS,
52.97.221.0/26,FR,,PARIS,
52.97.222.0/25,FR,,PARIS,
52.97.232.144/28,FR,,PARIS,
52.97.232.176/28,FR,,PARIS,
52.97.233.0/25,FR,,PARIS,
52.97.234.160/28,FR,,PARIS,
52.97.234.208/28,FR,,PARIS,
52.97.235.128/25,FR,,PARIS,
52.97.239.64/27,FR,,PARIS,
52.97.240.0/25,FR,,PARIS,
52.97.241.192/27,FR,,PARIS,
52.97.242.128/25,FR,,PARIS,
52.97.246.0/25,FR,,PARIS,
52.97.247.0/26,FR,,PARIS,
52.97.247.128/28,FR,,PARIS,
52.97.253.224/27,FR,,PARIS,
52.97.254.0/25,FR,,PARIS,
52.98.145.152/29,FR,,PARIS,
52.98.145.224/27,FR,,PARIS,
52.98.146.0/26,FR,,PARIS,
52.98.146.64/27,FR,,PARIS,
52.98.146.104/29,FR,,PARIS,
52.98.148.128/28,FR,,PARIS,
52.98.148.160/27,FR,,PARIS,
52.98.148.208/28,FR,,PARIS,
52.98.149.0/26,FR,,PARIS,
52.98.150.96/28,FR,,PARIS,
52.98.151.224/27,FR,,PARIS,
52.98.156.96/27,FR,,PARIS,
52.98.157.0/24,FR,,PARIS,
52.98.158.0/26,FR,,PARIS,
52.98.158.96/27,FR,,PARIS,
52.98.158.128/25,FR,,PARIS,
52.98.159.128/25,FR,,PARIS,
52.98.165.0/25,FR,,PARIS,
52.98.166.112/28,FR,,PARIS,
52.98.170.96/27,FR,,PARIS,
52.98.171.128/26,FR,,PARIS,
52.98.192.64/27,FR,,PARIS,
52.98.193.0/25,FR,,PARIS,
52.98.194.0/25,FR,,PARIS,
52.98.194.128/27,FR,,PARIS,
52.98.199.216/29,FR,,PARIS,
52.98.202.64/27,FR,,PARIS,
52.98.205.96/28,FR,,PARIS,
52.98.205.112/29,FR,,PARIS,
52.98.206.96/28,FR,,PARIS,
52.98.206.176/28,FR,,PARIS,
52.98.206.192/27,FR,,PARIS,
52.98.209.96/27,FR,,PARIS,
52.98.210.128/25,FR,,PARIS,
52.98.211.192/26,FR,,PARIS,
52.100.176.0/24,FR,,PARIS,
52.105.49.0/24,FR,,PARIS,
52.105.56.0/24,FR,,PARIS,
52.108.52.0/23,FR,,PARIS,
52.108.89.0/24,FR,,PARIS,
52.108.168.0/23,FR,,PARIS,
52.108.170.0/24,FR,,PARIS,
52.109.68.0/22,FR,,PARIS,
52.111.231.0/24,FR,,PARIS,
52.112.172.0/22,FR,,PARIS,
52.112.190.0/24,FR,,PARIS,
52.112.213.0/24,FR,,PARIS,
52.112.214.0/23,FR,,PARIS,
52.114.104.0/22,FR,,PARIS,
52.114.114.0/23,FR,,PARIS,
52.115.112.0/23,FR,,PARIS,
52.115.128.0/21,FR,,PARIS,
52.115.136.0/22,FR,,PARIS,
52.121.88.0/21,FR,,PARIS,
52.121.96.0/22,FR,,PARIS,
52.121.178.0/23,FR,,PARIS,
52.121.180.0/23,FR,,PARIS,
52.123.242.128/26,FR,,PARIS,
52.143.128.0/18,FR,,PARIS,
52.143.215.0/24,FR,,PARIS,
52.143.216.0/23,FR,,PARIS,
52.239.134.0/24,FR,,PARIS,
52.239.194.0/24,FR,,PARIS,
52.239.241.0/24,FR,,PARIS,
52.245.116.0/22,FR,,PARIS,
94.245.70.0/24,FR,,PARIS,
94.245.72.0/24,FR,,PARIS,
94.245.74.0/24,FR,,PARIS,
104.47.24.0/24,FR,,PARIS,
147.243.74.160/27,FR,,PARIS,
147.243.74.192/26,FR,,PARIS,
157.56.208.112/29,FR,,PARIS,
157.56.208.144/28,FR,,PARIS,
157.56.208.168/29,FR,,PARIS,
2603:1020:800::/40,FR,,PARIS,
2603:1026:100::/40,FR,,PARIS,
2603:1026:c0a::/48,FR,,PARIS,
2603:1026:1100::/40,FR,,PARIS,
2603:1026:2400::/48,FR,,PARIS,
2603:1026:2500:1c::/62,FR,,PARIS,
2603:1026:3000:100::/59,FR,,PARIS,
2603:1027:0:580::/58,FR,,PARIS,
2603:1027:1:100::/59,FR,,PARIS,
2603:1062:0:65::/64,FR,,PARIS,
2a01:111:f400:7e18::/64,FR,,PARIS,
2a01:111:f400:fe18::/64,FR,,PARIS,
2a01:111:f400:fee7::/64,FR,,PARIS,
2a01:111:f400:feee::/64,FR,,PARIS,
2a01:111:f400:ff0a::/64,FR,,PARIS,
2a01:111:f400:ffc7::/64,FR,,PARIS,
2a01:111:f400:ffd2::/64,FR,,PARIS,
2a01:111:f400:ffd6::/64,FR,,PARIS,
2a01:111:f402:c000::/54,FR,,PARIS,
2a01:111:f402:f0d7::/64,FR,,PARIS,
2a01:111:f402:f0ed::/64,FR,,PARIS,
2a01:111:f403:7::/64,FR,,PARIS,
2a01:111:f403:401a::/63,FR,,PARIS,
2a01:111:f403:8000::/64,FR,,PARIS,
2a01:111:f403:8006::/64,FR,,PARIS,
2a01:111:f403:800c::/64,FR,,PARIS,
2a01:111:f403:8018::/64,FR,,PARIS,
2a01:111:f403:801a::/64,FR,,PARIS,
13.104.178.0/24,AU,,PERTH,
147.243.4.192/26,AU,,PERTH,
147.243.6.192/27,AU,,PERTH,
147.243.121.0/24,AU,,PERTH,
147.243.126.0/24,AU,,PERTH,
147.243.138.0/26,AU,,PERTH,
13.104.183.0/28,US,US-PA,PHILADELPHIA,
147.243.197.192/26,US,US-PA,PHILADELPHIA,
13.104.253.0/28,US,US-AZ,PHOENIX,
13.104.253.48/28,US,US-AZ,PHOENIX,
13.104.253.64/28,US,US-AZ,PHOENIX,
13.105.15.120/30,US,US-AZ,PHOENIX,
13.105.50.0/23,US,US-AZ,PHOENIX,
13.105.66.32/27,US,US-AZ,PHOENIX,
13.105.66.128/28,US,US-AZ,PHOENIX,
13.105.66.160/27,US,US-AZ,PHOENIX,
13.105.74.0/27,US,US-AZ,PHOENIX,
13.105.74.32/28,US,US-AZ,PHOENIX,
13.105.74.64/27,US,US-AZ,PHOENIX,
13.107.194.168/29,US,US-AZ,PHOENIX,
13.107.194.188/30,US,US-AZ,PHOENIX,
20.34.0.16/28,US,US-AZ,PHOENIX,
20.34.2.0/23,US,US-AZ,PHOENIX,
20.34.8.0/24,US,US-AZ,PHOENIX,
20.34.10.0/24,US,US-AZ,PHOENIX,
20.34.40.0/22,US,US-AZ,PHOENIX,
20.34.44.0/23,US,US-AZ,PHOENIX,
20.35.241.168/29,US,US-AZ,PHOENIX,
20.35.241.176/28,US,US-AZ,PHOENIX,
20.35.244.96/27,US,US-AZ,PHOENIX,
20.35.244.128/26,US,US-AZ,PHOENIX,
20.35.245.128/28,US,US-AZ,PHOENIX,
20.35.245.144/29,US,US-AZ,PHOENIX,
20.38.0.0/20,US,US-AZ,PHOENIX,
20.38.32.0/20,US,US-AZ,PHOENIX,
20.38.160.0/20,US,US-AZ,PHOENIX,
20.40.24.0/21,US,US-AZ,PHOENIX,
20.60.14.0/24,US,US-AZ,PHOENIX,
20.60.38.0/23,US,US-AZ,PHOENIX,
20.60.162.0/23,US,US-AZ,PHOENIX,
20.106.64.0/18,US,US-AZ,PHOENIX,
20.135.222.0/23,US,US-AZ,PHOENIX,
20.135.224.0/22,US,US-AZ,PHOENIX,
20.140.16.0/22,US,US-AZ,PHOENIX,
20.140.48.0/21,US,US-AZ,PHOENIX,
20.140.81.0/24,US,US-AZ,PHOENIX,
20.140.160.0/24,US,US-AZ,PHOENIX,
20.140.168.0/24,US,US-AZ,PHOENIX,
