Region,IpRange
ussouth,20.45.0.0/18
ussouth,20.188.64.0/19
ussouth,20.189.0.0/18
ussouth,20.190.128.0/24
ussouth,23.98.128.0/17
ussouth,23.100.120.0/21
ussouth,23.101.176.0/20
ussouth,23.102.128.0/18
ussouth,40.74.160.0/19
ussouth,40.74.192.0/18
ussouth,40.77.130.192/26
ussouth,40.77.131.0/25
ussouth,40.77.131.128/26
ussouth,40.77.172.0/24
ussouth,40.77.175.224/28
ussouth,40.77.225.0/24
ussouth,40.78.214.0/24
ussouth,40.80.192.0/19
ussouth,40.82.40.0/22
ussouth,40.84.128.0/17
ussouth,40.86.128.0/19
ussouth,40.87.176.0/22
ussouth,40.90.16.128/27
ussouth,40.90.133.96/27
ussouth,40.90.136.160/28
ussouth,40.90.141.192/27
ussouth,40.90.145.96/27
ussouth,40.90.145.160/27
ussouth,40.90.148.0/26
ussouth,40.90.152.160/27
ussouth,40.90.155.0/26
ussouth,40.91.16.0/22
ussouth,40.119.0.0/18
ussouth,40.124.0.0/16
ussouth,40.126.0.0/24
ussouth,52.108.248.0/21
ussouth,52.109.20.0/22
ussouth,52.114.144.0/22
ussouth,52.125.137.0/24
ussouth,52.141.64.0/18
ussouth,52.152.0.0/17
ussouth,52.153.64.0/18
ussouth,52.153.192.0/18
ussouth,52.171.0.0/16
ussouth,52.183.192.0/18
ussouth,52.185.192.0/18
ussouth,52.189.128.0/18
ussouth,52.232.159.0/24
ussouth,52.239.158.0/23
ussouth,52.239.178.0/23
ussouth,52.239.180.0/22
ussouth,52.239.199.0/24
ussouth,52.239.200.0/23
ussouth,52.239.203.0/24
ussouth,52.239.204.0/24
ussouth,52.239.208.0/23
ussouth,52.245.24.0/22
ussouth,52.248.0.0/17
ussouth,52.249.0.0/18
ussouth,52.253.0.0/18
ussouth,52.255.64.0/18
ussouth,65.52.32.0/21
ussouth,65.54.55.160/27
ussouth,65.54.55.224/27
ussouth,70.37.48.0/20
ussouth,70.37.64.0/18
ussouth,70.37.160.0/21
ussouth,104.44.89.0/27
ussouth,104.44.89.64/27
ussouth,104.44.92.64/27
ussouth,104.44.94.160/27
ussouth,104.44.128.0/18
ussouth,104.47.208.0/23
ussouth,104.210.128.0/19
ussouth,104.210.176.0/20
ussouth,104.210.192.0/19
ussouth,104.214.0.0/17
ussouth,104.215.64.0/18
ussouth,131.253.40.64/28
ussouth,157.55.51.224/28
ussouth,157.55.80.0/21
ussouth,157.55.103.32/27
ussouth,157.55.153.224/28
ussouth,157.55.176.0/20
ussouth,157.55.192.0/21
ussouth,157.55.200.0/22
ussouth,157.55.204.0/27
ussouth,157.55.204.32/28
ussouth,168.62.128.0/19
ussouth,191.238.136.0/21
ussouth,191.238.144.0/20
ussouth,191.238.160.0/19
ussouth,191.238.224.0/19
indiasouth,13.71.64.0/18
indiasouth,20.40.0.0/21
indiasouth,20.41.192.0/18
indiasouth,20.44.32.0/19
indiasouth,20.190.145.128/25
indiasouth,40.78.192.0/21
indiasouth,40.79.213.0/24
indiasouth,40.81.64.0/20
indiasouth,40.87.216.0/22
indiasouth,40.90.137.160/27
indiasouth,40.126.17.128/25
indiasouth,52.108.230.0/23
indiasouth,52.109.60.0/22
indiasouth,52.114.24.0/22
indiasouth,52.136.17.0/24
indiasouth,52.140.0.0/18
indiasouth,52.172.0.0/17
indiasouth,52.239.135.128/26
indiasouth,52.239.188.0/24
indiasouth,52.245.84.0/22
indiasouth,104.44.92.160/27
indiasouth,104.44.94.208/28
indiasouth,104.47.214.0/23
indiasouth,104.211.192.0/18
asiasoutheast,13.67.0.0/17
asiasoutheast,13.76.0.0/16
asiasoutheast,20.43.128.0/18
asiasoutheast,20.44.192.0/18
asiasoutheast,20.184.0.0/18
asiasoutheast,20.188.96.0/19
asiasoutheast,20.190.64.0/19
asiasoutheast,20.190.140.0/25
asiasoutheast,20.191.128.0/19
asiasoutheast,23.97.48.0/20
asiasoutheast,23.98.64.0/18
asiasoutheast,23.100.112.0/21
asiasoutheast,23.101.16.0/20
asiasoutheast,40.65.128.0/18
asiasoutheast,40.78.223.0/24
asiasoutheast,40.78.232.0/21
asiasoutheast,40.82.28.0/22
asiasoutheast,40.87.196.0/22
asiasoutheast,40.90.133.128/27
asiasoutheast,40.90.137.64/27
asiasoutheast,40.90.138.96/27
asiasoutheast,40.90.141.224/27
asiasoutheast,40.90.145.128/27
asiasoutheast,40.90.146.160/27
asiasoutheast,40.90.146.224/27
asiasoutheast,40.90.154.128/26
asiasoutheast,40.90.160.0/19
asiasoutheast,40.119.192.0/18
asiasoutheast,40.126.12.0/25
asiasoutheast,52.108.236.0/22
asiasoutheast,52.109.124.0/22
asiasoutheast,52.114.8.0/21
asiasoutheast,52.114.56.0/23
asiasoutheast,52.115.32.0/22
asiasoutheast,52.115.36.0/23
asiasoutheast,52.136.26.0/24
asiasoutheast,52.139.192.0/18
asiasoutheast,52.143.196.0/24
asiasoutheast,52.143.210.0/24
asiasoutheast,52.148.64.0/18
asiasoutheast,52.163.0.0/16
asiasoutheast,52.187.0.0/17
asiasoutheast,52.187.128.0/18
asiasoutheast,52.230.0.0/17
asiasoutheast,52.237.64.0/18
asiasoutheast,52.239.129.0/24
asiasoutheast,52.239.197.0/24
asiasoutheast,52.239.227.0/24
asiasoutheast,52.239.249.0/24
asiasoutheast,52.245.80.0/22
asiasoutheast,52.253.80.0/20
asiasoutheast,65.55.106.96/27
asiasoutheast,65.55.214.0/24
asiasoutheast,104.43.0.0/17
asiasoutheast,104.44.89.32/27
asiasoutheast,104.44.90.128/27
asiasoutheast,104.44.92.32/27
asiasoutheast,104.44.94.144/28
asiasoutheast,104.44.95.192/28
asiasoutheast,104.44.95.224/28
asiasoutheast,104.215.128.0/17
asiasoutheast,111.221.80.0/20
asiasoutheast,111.221.96.0/20
asiasoutheast,131.253.12.96/27
asiasoutheast,131.253.12.128/27
asiasoutheast,131.253.13.64/29
asiasoutheast,131.253.34.0/25
asiasoutheast,131.253.38.112/29
asiasoutheast,137.116.128.0/19
asiasoutheast,138.91.32.0/20
asiasoutheast,168.63.90.0/24
asiasoutheast,168.63.91.0/26
asiasoutheast,168.63.160.0/19
asiasoutheast,168.63.224.0/19
asiasoutheast,191.238.64.0/23
asiasoutheast,207.46.50.128/28
asiasoutheast,207.46.59.64/27
asiasoutheast,207.46.63.64/27
asiasoutheast,207.46.63.128/25
asiasoutheast,207.46.224.0/20
asiasoutheast,207.68.174.128/29
asiasoutheast,207.68.174.144/29
asiasoutheast,207.68.174.160/29
uknorth,13.87.64.0/18
uknorth,20.39.144.0/20
uknorth,20.190.143.128/25
uknorth,40.79.202.0/24
uknorth,40.80.16.0/22
uknorth,40.81.96.0/20
uknorth,40.90.130.112/28
uknorth,40.90.143.32/27
uknorth,40.90.150.64/27
uknorth,40.126.15.128/25
uknorth,51.141.129.32/27
uknorth,51.141.133.0/24
uknorth,51.141.152.0/22
uknorth,51.142.128.0/17
uknorth,52.109.36.0/22
uknorth,52.136.19.0/24
uksouth2,13.87.0.0/18
uksouth2,40.79.201.0/24
uksouth2,40.80.12.0/22
uksouth2,40.81.160.0/20
uksouth2,40.90.130.128/28
uksouth2,40.90.143.64/27
uksouth2,40.90.150.96/27
uksouth2,51.141.129.0/27
uksouth2,51.141.129.192/26
uksouth2,51.141.132.0/24
uksouth2,51.141.156.0/22
uksouth2,51.142.0.0/17
uksouth2,51.143.192.0/18
uksouth2,52.109.40.0/22
uksouth2,52.136.18.0/24
uksouth,20.38.106.0/23
uksouth,20.39.208.0/20
uksouth,20.39.224.0/21
uksouth,20.190.143.0/25
uksouth,40.79.215.0/24
uksouth,40.80.0.0/22
uksouth,40.81.128.0/19
uksouth,40.82.88.0/22
uksouth,40.90.17.32/27
uksouth,40.90.17.160/27
uksouth,40.90.128.112/28
uksouth,40.90.128.160/28
uksouth,40.90.131.64/27
uksouth,40.90.139.64/27
uksouth,40.90.153.64/27
uksouth,40.90.154.32/27
uksouth,40.126.15.0/25
uksouth,51.104.0.0/19
uksouth,51.104.192.0/18
uksouth,51.105.0.0/18
uksouth,51.105.64.0/20
uksouth,51.140.0.0/17
uksouth,51.140.128.0/18
uksouth,51.141.128.32/27
uksouth,51.141.129.64/26
uksouth,51.141.130.0/25
uksouth,51.141.135.0/24
uksouth,51.141.144.0/22
uksouth,51.141.192.0/18
uksouth,51.143.128.0/18
uksouth,51.145.0.0/17
uksouth,52.108.50.0/23
uksouth,52.109.28.0/22
uksouth,52.114.80.0/22
uksouth,52.114.88.0/22
uksouth,52.136.21.0/24
uksouth,52.151.64.0/18
uksouth,52.239.187.0/25
uksouth,52.239.231.0/24
uksouth,52.245.64.0/22
uksouth,104.44.89.224/27
ukwest,20.39.160.0/21
ukwest,20.40.104.0/21
ukwest,20.190.144.0/25
ukwest,40.79.218.0/24
ukwest,40.81.112.0/20
ukwest,40.87.228.0/22
ukwest,40.90.131.96/27
ukwest,40.90.139.96/27
ukwest,40.126.16.0/25
ukwest,51.104.32.0/19
ukwest,51.137.128.0/18
ukwest,51.140.192.0/18
ukwest,51.141.0.0/17
ukwest,51.141.128.0/27
ukwest,51.141.128.64/26
ukwest,51.141.128.128/25
ukwest,51.141.129.128/26
ukwest,51.141.134.0/24
ukwest,51.141.136.0/23
ukwest,51.141.148.0/22
ukwest,52.108.224.0/23
ukwest,52.109.32.0/22
ukwest,52.114.84.0/22
ukwest,52.114.92.0/22
ukwest,52.136.20.0/24
ukwest,52.142.128.0/18
ukwest,52.239.240.0/24
ukwest,104.44.90.0/27
uswestcentral,13.71.192.0/18
uswestcentral,13.77.192.0/19
uswestcentral,13.78.128.0/17
uswestcentral,20.190.136.0/24
uswestcentral,40.77.128.0/25
uswestcentral,40.77.131.192/27
uswestcentral,40.77.131.240/28
uswestcentral,40.77.135.0/24
uswestcentral,40.77.166.0/25
uswestcentral,40.77.166.128/28
uswestcentral,40.77.173.0/24
uswestcentral,40.77.175.32/27
uswestcentral,40.77.182.160/27
uswestcentral,40.77.185.0/25
uswestcentral,40.77.224.16/28
uswestcentral,40.77.224.64/27
uswestcentral,40.77.227.0/24
uswestcentral,40.77.232.0/25
uswestcentral,40.77.235.0/24
uswestcentral,40.77.236.96/27
uswestcentral,40.77.246.0/24
uswestcentral,40.78.218.0/24
uswestcentral,40.90.131.0/27
uswestcentral,40.90.138.192/28
uswestcentral,40.90.139.0/27
uswestcentral,40.90.143.96/27
uswestcentral,40.90.151.0/26
uswestcentral,40.90.151.128/28
uswestcentral,40.90.152.0/25
uswestcentral,40.126.8.0/24
uswestcentral,52.109.136.0/22
uswestcentral,52.136.4.0/22
uswestcentral,52.143.214.0/24
uswestcentral,52.148.0.0/18
uswestcentral,52.150.128.0/17
uswestcentral,52.153.128.0/18
uswestcentral,52.159.0.0/18
uswestcentral,52.161.0.0/16
uswestcentral,52.239.164.0/25
uswestcentral,52.239.167.0/24
uswestcentral,52.239.244.0/23
uswestcentral,52.245.60.0/22
uswestcentral,52.253.128.0/20
uswestcentral,64.4.8.0/24
uswestcentral,64.4.54.0/24
uswestcentral,65.55.209.192/26
uswestcentral,104.44.89.96/27
uswestcentral,104.47.224.0/20
uswestcentral,131.253.24.160/27
uswestcentral,157.55.12.128/26
uswestcentral,157.55.103.128/25
uswestcentral,207.68.174.48/29
europewest,13.69.0.0/17
europewest,13.73.128.0/18
europewest,13.73.224.0/21
europewest,13.80.0.0/15
europewest,13.88.200.0/21
europewest,13.93.0.0/17
europewest,13.94.128.0/17
europewest,13.95.0.0/16
europewest,20.38.108.0/23
europewest,20.190.137.0/24
europewest,23.97.128.0/17
europewest,23.98.46.0/24
europewest,23.100.0.0/20
europewest,23.101.64.0/20
europewest,40.67.192.0/19
europewest,40.68.0.0/16
europewest,40.74.0.0/18
europewest,40.78.210.0/24
europewest,40.82.92.0/22
europewest,40.87.184.0/22
europewest,40.90.17.64/27
europewest,40.90.130.0/27
europewest,40.90.133.0/27
europewest,40.90.138.0/27
europewest,40.90.141.32/27
europewest,40.90.141.160/27
europewest,40.90.142.224/28
europewest,40.90.144.192/27
europewest,40.90.145.192/27
europewest,40.90.146.16/28
europewest,40.90.146.128/27
europewest,40.90.150.128/25
europewest,40.91.28.0/22
europewest,40.91.192.0/18
europewest,40.112.36.128/25
europewest,40.112.37.0/26
europewest,40.112.38.192/26
europewest,40.112.96.0/19
europewest,40.113.96.0/19
europewest,40.113.128.0/18
europewest,40.114.128.0/17
europewest,40.115.0.0/18
europewest,40.118.0.0/17
europewest,40.119.128.0/19
europewest,40.126.9.0/24
europewest,51.105.128.0/17
europewest,51.136.0.0/16
europewest,51.137.0.0/17
europewest,51.137.192.0/18
europewest,51.144.0.0/16
europewest,51.145.128.0/17
europewest,52.108.24.0/21
europewest,52.108.56.0/21
europewest,52.109.88.0/22
europewest,52.112.233.0/24
europewest,52.114.64.0/21
europewest,52.114.72.0/22
europewest,52.114.116.0/22
europewest,52.115.0.0/21
europewest,52.115.8.0/22
europewest,52.125.140.0/23
europewest,52.136.192.0/18
europewest,52.137.0.0/18
europewest,52.142.192.0/18
europewest,52.143.0.0/18
europewest,52.143.194.0/24
europewest,52.143.208.0/24
europewest,52.148.192.0/18
europewest,52.149.64.0/18
europewest,52.157.64.0/18
europewest,52.157.128.0/17
europewest,52.166.0.0/16
europewest,52.174.0.0/16
europewest,52.178.0.0/17
europewest,52.232.0.0/17
europewest,52.232.147.0/24
europewest,52.233.128.0/17
europewest,52.236.128.0/17
europewest,52.239.140.0/22
europewest,52.239.212.0/23
europewest,52.239.242.0/23
europewest,52.245.48.0/22
europewest,52.245.124.0/22
europewest,65.52.128.0/19
europewest,104.40.128.0/17
europewest,104.44.89.160/27
europewest,104.44.90.192/27
europewest,104.44.93.0/27
europewest,104.44.93.192/27
europewest,104.44.95.80/28
europewest,104.44.95.96/28
europewest,104.45.0.0/18
europewest,104.45.64.0/20
europewest,104.46.16.0/21
europewest,104.46.32.0/19
europewest,104.47.128.0/18
europewest,104.47.216.64/26
europewest,104.214.192.0/18
europewest,137.116.192.0/19
europewest,137.117.128.0/17
europewest,157.55.8.64/26
europewest,157.55.8.144/28
europewest,157.56.117.64/27
europewest,168.61.56.0/21
europewest,168.63.0.0/19
europewest,168.63.96.0/19
europewest,191.233.64.0/18
europewest,191.237.232.0/22
europewest,191.239.200.0/22
europewest,193.149.80.0/21
europewest,213.199.128.0/20
europewest,213.199.180.32/28
europewest,213.199.180.96/27
europewest,213.199.180.192/27
europewest,213.199.183.0/24
indiawest,20.40.8.0/21
indiawest,20.190.146.128/25
indiawest,40.79.219.0/24
indiawest,40.81.80.0/20
indiawest,40.87.220.0/22
indiawest,40.90.138.224/27
indiawest,40.126.18.128/25
indiawest,52.109.64.0/22
indiawest,52.114.28.0/22
indiawest,52.136.16.0/24
indiawest,52.136.32.0/19
indiawest,52.140.128.0/18
indiawest,52.183.128.0/18
indiawest,52.239.135.192/26
indiawest,52.239.187.128/25
indiawest,52.245.76.0/22
indiawest,52.249.64.0/19
indiawest,104.44.93.224/27
indiawest,104.44.95.112/28
indiawest,104.47.212.0/23
indiawest,104.211.128.0/18
uswest2,13.66.128.0/17
uswest2,13.77.128.0/18
uswest2,20.36.0.0/19
uswest2,20.38.99.0/24
uswest2,20.42.128.0/18
uswest2,20.187.0.0/18
uswest2,20.190.0.0/18
uswest2,20.190.133.0/24
uswest2,20.191.64.0/18
uswest2,20.191.160.0/19
uswest2,23.98.47.0/24
uswest2,23.102.192.0/21
uswest2,23.102.203.0/24
uswest2,23.103.64.32/27
uswest2,23.103.64.64/27
uswest2,23.103.66.0/23
uswest2,40.65.64.0/18
uswest2,40.77.136.0/28
uswest2,40.77.136.64/28
uswest2,40.77.160.0/27
uswest2,40.77.164.0/24
uswest2,40.77.166.144/32
uswest2,40.77.169.0/24
uswest2,40.77.171.0/24
uswest2,40.77.175.64/27
uswest2,40.77.180.0/23
uswest2,40.77.182.64/27
uswest2,40.77.185.128/25
uswest2,40.77.186.0/26
uswest2,40.77.186.128/25
uswest2,40.77.187.0/24
uswest2,40.77.224.96/27
uswest2,40.77.230.0/24
uswest2,40.77.232.128/25
uswest2,40.77.234.224/27
uswest2,40.77.236.64/29
uswest2,40.77.236.128/27
uswest2,40.77.240.128/25
uswest2,40.77.241.0/24
uswest2,40.77.242.0/23
uswest2,40.77.244.0/24
uswest2,40.77.247.0/24
uswest2,40.77.249.0/24
uswest2,40.77.250.0/24
uswest2,40.77.254.128/25
uswest2,40.78.208.32/30
uswest2,40.78.217.0/24
uswest2,40.78.240.0/20
uswest2,40.80.160.0/24
uswest2,40.82.36.0/22
uswest2,40.87.232.0/21
uswest2,40.90.16.192/26
uswest2,40.90.131.32/27
uswest2,40.90.132.48/28
uswest2,40.90.136.224/27
uswest2,40.90.138.208/28
uswest2,40.90.139.32/27
uswest2,40.90.146.32/27
uswest2,40.90.148.192/27
uswest2,40.90.153.0/26
uswest2,40.90.192.0/19
uswest2,40.91.0.0/22
uswest2,40.91.64.0/18
uswest2,40.91.128.0/18
uswest2,40.125.64.0/18
uswest2,40.126.5.0/24
uswest2,51.141.160.0/19
uswest2,51.143.0.0/17
uswest2,52.96.11.0/24
uswest2,52.109.24.0/22
uswest2,52.112.105.0/24
uswest2,52.114.148.0/22
uswest2,52.136.0.0/22
uswest2,52.137.64.0/18
uswest2,52.143.64.0/18
uswest2,52.143.197.0/24
uswest2,52.143.211.0/24
uswest2,52.148.128.0/18
uswest2,52.149.0.0/18
uswest2,52.151.0.0/18
uswest2,52.156.64.0/18
uswest2,52.156.128.0/19
uswest2,52.158.224.0/19
uswest2,52.175.192.0/18
uswest2,52.183.0.0/17
uswest2,52.191.128.0/18
uswest2,52.229.0.0/18
uswest2,52.232.152.0/24
uswest2,52.233.64.0/18
uswest2,52.235.64.0/18
uswest2,52.239.148.128/25
uswest2,52.239.176.128/25
uswest2,52.239.193.0/24
uswest2,52.239.210.0/23
uswest2,52.239.236.0/23
uswest2,52.245.52.0/22
uswest2,52.246.192.0/18
uswest2,52.247.192.0/18
uswest2,52.250.0.0/17
uswest2,65.52.104.0/24
uswest2,65.52.111.0/24
uswest2,65.54.247.128/25
uswest2,65.55.2.0/24
uswest2,65.55.32.128/28
uswest2,65.55.32.192/27
uswest2,65.55.32.224/28
uswest2,65.55.33.176/28
uswest2,65.55.33.192/28
uswest2,65.55.35.192/27
uswest2,65.55.44.8/29
uswest2,65.55.44.112/28
uswest2,65.55.51.0/24
uswest2,65.55.60.128/27
uswest2,65.55.105.128/26
uswest2,65.55.106.192/28
uswest2,65.55.106.240/28
uswest2,65.55.107.0/27
uswest2,65.55.107.32/28
uswest2,65.55.107.96/27
uswest2,65.55.107.128/25
uswest2,65.55.110.0/24
uswest2,65.55.120.0/24
uswest2,65.55.189.128/25
uswest2,65.55.207.0/24
uswest2,65.55.209.0/25
uswest2,65.55.210.0/24
uswest2,65.55.211.64/26
uswest2,65.55.212.32/27
uswest2,65.55.213.32/27
uswest2,65.55.213.192/26
uswest2,65.55.215.0/24
uswest2,65.55.219.64/26
uswest2,65.55.250.0/24
uswest2,65.55.252.0/24
uswest2,70.37.0.0/21
uswest2,70.37.8.0/22
uswest2,70.37.16.0/20
uswest2,70.37.32.0/20
uswest2,104.44.89.128/27
uswest2,104.44.89.192/27
uswest2,104.44.95.0/28
uswest2,131.253.12.8/29
uswest2,131.253.12.36/30
uswest2,131.253.12.56/29
uswest2,131.253.12.64/29
uswest2,131.253.12.160/28
uswest2,131.253.12.228/30
uswest2,131.253.13.24/29
uswest2,131.253.13.88/30
uswest2,131.253.13.112/28
uswest2,131.253.13.128/25
uswest2,131.253.14.4/30
uswest2,131.253.14.8/31
uswest2,131.253.14.72/29
uswest2,131.253.14.80/28
uswest2,131.253.14.96/27
uswest2,131.253.14.128/27
uswest2,131.253.14.192/29
uswest2,131.253.15.128/28
uswest2,131.253.15.192/28
uswest2,131.253.24.16/28
uswest2,131.253.24.32/27
uswest2,131.253.24.64/26
uswest2,131.253.26.0/25
uswest2,131.253.34.128/26
uswest2,131.253.35.0/25
uswest2,131.253.35.128/26
uswest2,131.253.38.64/27
uswest2,131.253.38.96/29
uswest2,131.253.40.48/29
uswest2,131.253.41.0/24
uswest2,134.170.222.0/23
uswest2,137.116.176.0/21
uswest2,157.55.2.128/26
uswest2,157.55.12.64/26
uswest2,157.55.13.64/26
uswest2,157.55.39.0/24
uswest2,157.55.55.128/29
uswest2,157.55.55.184/29
uswest2,157.55.55.228/30
uswest2,157.55.55.232/29
uswest2,157.55.55.240/28
uswest2,157.55.106.0/26
uswest2,157.55.154.128/25
uswest2,157.56.1.0/24
uswest2,157.56.2.0/25
uswest2,157.56.3.128/25
uswest2,157.56.19.224/27
uswest2,157.56.21.32/27
uswest2,157.56.21.64/26
uswest2,157.56.21.128/26
uswest2,157.56.21.192/27
uswest2,157.56.80.0/25
uswest2,168.62.64.0/19
uswest2,191.232.137.0/24
uswest2,191.237.224.0/21
uswest2,191.237.244.0/22
uswest2,191.239.196.0/24
uswest2,191.239.197.0/28
uswest2,199.30.16.0/24
uswest2,199.30.24.0/23
uswest2,199.30.26.0/24
uswest2,199.30.27.0/25
uswest2,199.30.27.144/28
uswest2,199.30.27.160/27
uswest2,199.30.27.192/26
uswest2,199.30.30.0/23
uswest2,207.46.13.0/24
uswest2,207.68.174.0/29
uswest2,207.68.174.56/29
uswest2,207.68.174.64/29
uswest2,207.68.174.96/28
uswest2,207.68.174.168/29
uswest2,207.68.174.176/29
uswest2,207.68.174.192/28
uswest2,209.240.212.0/23
uswest,13.64.0.0/16
uswest,13.73.32.0/19
uswest,13.83.0.0/16
uswest,13.86.128.0/17
uswest,13.87.128.0/17
uswest,13.88.0.0/17
uswest,13.88.128.0/18
uswest,13.88.192.0/23
uswest,13.91.0.0/16
uswest,13.93.128.0/17
uswest,20.43.192.0/18
uswest,20.184.128.0/17
uswest,20.187.128.0/17
uswest,20.189.128.0/18
uswest,20.190.132.0/24
uswest,23.99.0.0/18
uswest,23.99.64.0/19
uswest,23.100.32.0/20
uswest,23.101.192.0/20
uswest,40.65.0.0/18
uswest,40.75.128.0/17
uswest,40.78.0.0/17
uswest,40.78.216.0/24
uswest,40.80.152.0/21
uswest,40.81.0.0/20
uswest,40.82.248.0/21
uswest,40.83.128.0/17
uswest,40.85.144.0/20
uswest,40.86.160.0/19
uswest,40.87.160.0/22
uswest,40.90.17.96/27
uswest,40.90.128.128/28
uswest,40.90.131.192/27
uswest,40.90.139.192/27
uswest,40.90.146.0/28
uswest,40.90.148.128/27
uswest,40.90.153.96/27
uswest,40.90.156.128/26
uswest,40.112.128.0/17
uswest,40.118.128.0/17
uswest,40.126.4.0/24
uswest,52.108.0.0/21
uswest,52.109.0.0/22
uswest,52.114.152.0/21
uswest,52.114.184.0/23
uswest,52.115.56.0/22
uswest,52.115.60.0/23
uswest,52.137.128.0/17
uswest,52.153.0.0/18
uswest,52.155.32.0/19
uswest,52.157.0.0/18
uswest,52.159.128.0/17
uswest,52.160.0.0/16
uswest,52.180.0.0/17
uswest,52.190.128.0/17
uswest,52.225.0.0/17
uswest,52.232.149.0/24
uswest,52.234.0.0/17
uswest,52.238.0.0/18
uswest,52.239.0.0/17
uswest,52.239.160.0/22
uswest,52.239.228.0/23
uswest,52.239.254.0/23
uswest,52.241.0.0/16
uswest,52.245.12.0/22
uswest,52.245.108.0/22
uswest,52.246.0.0/17
uswest,52.248.128.0/17
uswest,52.250.192.0/18
uswest,52.254.128.0/17
uswest,65.52.112.0/20
uswest,104.40.0.0/17
uswest,104.42.0.0/16
uswest,104.44.88.0/27
uswest,104.44.91.0/27
uswest,104.44.92.96/27
uswest,104.44.94.0/28
uswest,104.44.95.128/27
uswest,104.45.208.0/20
uswest,104.45.224.0/19
uswest,104.209.0.0/18
uswest,104.210.32.0/19
uswest,137.116.184.0/21
uswest,137.117.0.0/19
uswest,137.135.0.0/18
uswest,138.91.64.0/19
uswest,138.91.128.0/17
uswest,157.56.160.0/21
uswest,168.61.0.0/19
uswest,168.61.64.0/20
uswest,168.62.0.0/19
uswest,168.62.192.0/19
uswest,168.63.88.0/23
uswest,191.233.8.0/21
uswest,191.236.64.0/18
uswest,191.238.70.0/23
uswest,191.239.0.0/18
